id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
177,7144,7144,3393917,1714,143058142,9.78E+12,"Fyodor Dostoyevsky, David McDuff",1866,§±§â§Ö§ã§ä§å§á§Ý§Ö§ß§Ú§Ö §Ú §ß§Ñ§Ü§Ñ§Ù§Ñ§ß§Ú§Ö,Crime and Punishment,eng,4.18,380903,444675,12605,9477,20078,64050,137104,213966,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
178,6514,6514,1385044,246,61148512,9.78E+12,Sylvia Plath,1963,The Bell Jar,The Bell Jar,en-US,3.98,401605,442157,15963,8266,23983,92408,162216,155284,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
179,252577,252577,2883783,184,7205236,9.78E+12,Frank McCourt,1996,Angela's Ashes: A Memoir,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,392103,419746,9798,7657,18327,73550,155775,164437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
180,52036,52036,4840290,972,553208845,9.78E+12,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,Siddhartha,eng,3.99,372099,418653,11518,10229,25529,83698,138837,160360,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg
181,168642,168642,1940709,223,679745580,9.78E+12,Truman Capote,1965,In Cold Blood,In Cold Blood,eng,4.05,381652,401839,11754,10639,17836,70857,144616,157891,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
182,6304335,6304335,6488966,119,316042676,9.78E+12,"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,"Beautiful Creatures (Caster Chronicles, #1)",eng,3.76,436093,458518,20808,19917,43525,113352,132492,149232,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg
183,7171637,7171637,6674837,103,1416975861,9.78E+12,Cassandra Clare,2010,Clockwork Angel,"Clockwork Angel (The Infernal Devices, #1)",eng,4.33,490890,515759,24385,8364,15544,61409,140928,289514,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg
184,39988,39988,1015554,242,141301066,9.78E+12,"Roald Dahl, Quentin Blake",1988,Matilda,Matilda,eng,4.29,440743,463491,11053,4277,10823,64536,152003,231852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
185,9361589,9361589,14245059,119,385534639,9.78E+12,Erin Morgenstern,2011,The Night Circus,The Night Circus,eng,4.03,429543,474826,54008,11349,28650,84254,159596,190977,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg
186,37470,37470,3248536,111,743227441,9.78E+12,Philippa Gregory,2001,The Other Boleyn Girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,381080,399223,15846,5311,16716,78620,153807,144769,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg
187,24770,24770,2895388,98,689865384,9.78E+12,Scott Westerfeld,2005,Uglies,"Uglies (Uglies, #1)",eng,3.86,449073,464589,21234,15531,34808,106086,151540,156624,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg
188,10664113,10664113,2936175,115,,,George R.R. Martin,2011,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,424618,20072,2399,10150,53744,147136,211189,https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg
189,33,33,3462456,380,618640150,9.78E+12,J.R.R. Tolkien,1955,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,436346,9365,4807,9577,37552,106818,277592,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg
190,12262741,12262741,17237712,101,307592731,9.78E+12,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,420903,34444,8344,22137,85489,165482,139451,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg
191,472331,472331,4358649,90,930289234,9.78E+12,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,Watchmen,en-US,4.35,398018,409323,10851,6349,11732,44847,116877,229518,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg
192,186074,186074,2502879,123,075640407X,9.78E+12,Patrick Rothfuss,2007,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,400101,449372,28631,5605,8582,28480,95470,311235,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg
193,3228917,3228917,3364437,120,316017922,9.78E+12,Malcolm Gladwell,2008,Outliers: The Story of Success,Outliers: The Story of Success,en-US,4.11,353011,369126,19383,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg
194,153747,153747,2409320,1823,142437247,9.78E+12,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",eng,3.46,358050,397963,11223,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg
195,2728527,2728527,2754161,116,385340990,9.78E+12,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,423672,39853,7190,17250,68942,155107,175183,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg
196,5759,5759,68729,162,393327345,9.78E+12,Chuck Palahniuk,1996,Fight Club,Fight Club,eng,4.2,365349,388654,11176,4578,12632,58110,139554,173780,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg
197,301082,301082,479517,109,441008534,9.78E+12,Charlaine Harris,2001,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,444824,16818,11330,25781,96290,148326,163097,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg
198,11486,11486,3300573,155,671727796,9.78E+12,Alice Walker,1982,The Color Purple,The Color Purple,eng,4.17,376766,400965,9485,6298,14477,62380,140835,176975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
199,12691,12691,14961,119,739461192,9.78E+12,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,379348,13407,5485,14940,68532,131536,158855,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg
200,16299,16299,3038872,474,312330871,9.78E+12,Agatha Christie,1939,Ten Little Niggers,And Then There Were None,eng,4.23,408983,456680,17264,6134,12476,66243,156306,215521,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg
201,6411961,6411961,6600281,208,385504225,9.78E+12,Dan Brown,2009,The Lost Symbol,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,369428,404982,24199,11293,40545,120122,136545,96477,https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg
202,6339664,6339664,6525609,91,1416989412,9.78E+12,Becca Fitzpatrick,2009,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",en-US,4,448166,461802,21871,19338,33543,82544,120204,206173,https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg
203,11505797,11505797,16441531,85,,,Jamie McGuire,2011,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",eng,4.15,418309,442696,25298,17185,23298,61993,115123,225097,https://images.gr-assets.com/books/1358259032m/11505797.jpg,https://images.gr-assets.com/books/1358259032s/11505797.jpg
204,5326,5326,3097440,2380,1561797464,9.78E+12,Charles Dickens,1843,A Christmas Carol,A Christmas Carol,,4.02,394540,441396,11568,6737,21415,93906,153823,165515,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg
205,43763,43763,873132,189,345476875,9.78E+12,Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,372566,393941,7951,7519,22377,84804,137659,141582,https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg
206,10507293,10507293,15413183,93,62059939,9.78E+12,Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)",en-US,4.15,505340,539091,35681,13841,25349,83692,158716,257493,https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg
207,6853,6853,1486401,109,312362080,9.78E+12,Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)",en-US,4.03,391007,403315,13050,9176,19657,80319,133454,160709,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg
208,6493208,6493208,6684634,66,1400052173,9.78E+12,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,eng,4.04,377249,404440,28624,10782,18237,70339,151226,153856,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg
209,23807,23807,22533,187,99446782,9.78E+12,Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,351107,366112,3866,10268,12845,55427,123652,163920,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg
210,345627,345627,335933,132,159514174X,9.78E+12,Richelle Mead,2007,,"Vampire Academy (Vampire Academy, #1)",en-US,4.14,248283,455151,19720,12535,22043,73357,129382,217834,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg
211,40102,40102,1180927,116,316010669,9.78E+12,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,en-US,3.89,348196,360338,12215,6804,20128,85934,139947,107525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
212,6867,6867,2307233,155,038572179X,9.78E+12,Ian McEwan,2001,Atonement,Atonement,eng,3.88,347006,365658,14815,11473,25462,77135,134788,116800,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
213,485894,485894,2373750,1316,553213695,9.78E+12,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis,eng,3.78,364933,414533,10252,15430,33226,98774,146297,120806,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg
214,561456,561456,2936530,94,141382899,9.78E+12,Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,446668,486262,15418,1863,7934,65220,162371,248874,https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg
215,9969571,9969571,14863741,112,030788743X,9.78E+12,Ernest Cline,2011,,Ready Player One,eng,4.31,349423,421819,52120,5150,12928,48285,134107,221349,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg
216,3153910,3153910,3175590,90,1554681723,9.78E+12,Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain,eng,4.19,327409,354319,32021,4808,13901,53780,118166,163664,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg
217,21996,21996,3486041,70,739303406,9.78E+12,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385,350607,25846,6687,18709,69012,135360,120839,https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg
218,13572249,20448515,18973111,96,425263908,9.78E+12,Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)",eng,4.19,222678,386136,16748,9867,18983,55554,104657,197075,https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg
219,11127,11127,781271,270,66238501,9.78E+12,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385,401676,8871,3772,12192,59975,133056,192681,https://images.gr-assets.com/books/1449868701m/11127.jpg,https://images.gr-assets.com/books/1449868701s/11127.jpg
220,3609760,3609760,3652511,20,316043133,9.78E+12,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,291411,291899,532,6862,11019,48008,67939,158071,https://images.gr-assets.com/books/1352539022m/3609760.jpg,https://images.gr-assets.com/books/1352539022s/3609760.jpg
221,60748,60748,59104,74,1558743669,9.78E+12,Dave Pelzer,1995,A Child Called "It": One Child's Courage to Survive,A Child Called "It" (Dave Pelzer #1),eng,4.08,311543,321298,13729,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
222,7869,7869,859111,143,752864327,9.78E+12,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122,336212,3899,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
223,249747,249747,1334778,163,786817879,9.78E+12,Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923,399165,8384,14473,30894,94950,129607,129241,https://images.gr-assets.com/books/1327945104m/249747.jpg,https://images.gr-assets.com/books/1327945104s/249747.jpg
224,6487308,6487308,6678670,97,385738935,9.78E+12,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296,408108,17725,23594,41578,94145,107149,141642,https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg
225,4406,4406,2574991,81,142000655,9.78E+12,John Steinbeck,1952,East of Eden  ,East of Eden,eng,4.35,320919,336682,14454,4183,9409,39153,96741,187196,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg
226,5886881,5886881,6873353,131,307341569,9.78E+12,Gillian Flynn,2009,Dark Places,Dark Places,eng,3.92,333452,386607,28784,5169,17975,89242,165108,109113,https://images.gr-assets.com/books/1354988288m/5886881.jpg,https://images.gr-assets.com/books/1354988288s/5886881.jpg
227,5359,5359,137715,134,385339089,9.78E+12,John Grisham,1993,The Client,The Client,eng,3.97,320083,325663,1917,2530,12566,79176,129019,102372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
228,228333,228333,221139,84,312291639,9.78E+12,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762,328073,5121,17006,43014,116021,95951,56081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
229,24213,24213,2375385,845,451527747,9.78E+12,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920,377190,7736,5294,17482,76985,127906,149523,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg
230,2156,2156,2534720,1451,192802631,9.78E+12,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,Persuasion,eng,4.13,365425,402359,13117,6688,15653,71218,133222,175578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
231,556602,556602,2523229,117,312370830,9.78E+12,Tatiana de Rosnay,2007,Elle s'appelait Sarah,Sarah's Key,eng,4.14,312444,347631,26614,3865,12684,55760,134748,140574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
232,43615,43615,46575,213,452284694,9.78E+12,Stephen King,1982,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,332494,366377,13014,9958,24111,72736,112895,146677,https://images.gr-assets.com/books/1375776480m/43615.jpg,https://images.gr-assets.com/books/1375776480s/43615.jpg
233,9712,9712,3285349,347,140003468X,9.78E+12,"Gabriel Garc¨ªa M¨¢rquez, Edith Grossman",1985,El amor en los tiempos del c¨®lera,Love in the Time of Cholera,eng,3.89,283806,323461,15246,11450,23825,65668,110544,111974,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg
234,439288,439288,118521,87,014131088X,9.78E+12,Laurie Halse Anderson,1999,Speak,Speak,eng,4,360156,372404,18379,7770,21049,76503,125660,141422,https://images.gr-assets.com/books/1310121762m/439288.jpg,https://images.gr-assets.com/books/1310121762s/439288.jpg
235,17802724,17802724,23986788,95,399159347,9.78E+12,Liane Moriarty,2013,The Husband's Secret ,The Husband's Secret,eng,3.92,232106,351805,27610,4175,15649,80869,155945,95167,https://images.gr-assets.com/books/1460577225m/17802724.jpg,https://images.gr-assets.com/books/1460577225s/17802724.jpg
236,1898,1898,1816662,101,385494785,9.78E+12,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,291258,301593,10439,8041,10286,46060,112601,124605,https://images.gr-assets.com/books/1463384482m/1898.jpg,https://images.gr-assets.com/books/1463384482s/1898.jpg
237,10592,10592,1552134,249,1416524304,9.78E+12,Stephen King,1974,Carrie,Carrie,,3.93,356814,377650,8264,4564,19479,96352,136054,121201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
238,242006,242006,828773,79,031242227X,9.78E+12,Augusten Burroughs,2002,Running with Scissors,Running with Scissors,en-US,3.7,293878,306388,11601,13569,27249,78405,105786,81379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
239,8908,8908,817,137,307346609,9.78E+12,Max Brooks,2006,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,en-US,4.01,312969,345149,22412,7680,19887,65570,121537,130475,https://images.gr-assets.com/books/1386328204m/8908.jpg,https://images.gr-assets.com/books/1386328204s/8908.jpg
240,17212231,17212231,23841765,235,385537859,9.78E+12,Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)",eng,3.8,287533,345560,33700,7261,26077,89237,128374,94611,https://images.gr-assets.com/books/1397093185m/17212231.jpg,https://images.gr-assets.com/books/1397093185s/17212231.jpg
241,47281,47281,2677305,81,440227534,9.78E+12,Lois Lowry,1989,Number the Stars,Number the Stars,eng,4.11,333638,342365,10304,3797,12794,63919,123296,138559,https://images.gr-assets.com/books/1370917812m/47281.jpg,https://images.gr-assets.com/books/1370917812s/47281.jpg
242,13145,13145,3373984,122,446692638,9.78E+12,James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499,318031,3600,4281,10929,61630,118236,122955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
243,10614,10614,3230869,197,450417395,9.78E+12,Stephen King,1987,Misery,Misery,en-GB,4.11,334647,352203,6416,4302,12725,64835,128990,141351,https://images.gr-assets.com/books/1270545451m/10614.jpg,https://images.gr-assets.com/books/1270545451s/10614.jpg
244,66559,18045891,3801,136,307341542,9.78E+12,Gillian Flynn,2006,Sharp Objects,Sharp Objects,en-US,3.92,207889,354838,28268,4988,17566,81036,147558,103690,https://images.gr-assets.com/books/1423241485m/66559.jpg,https://images.gr-assets.com/books/1423241485s/66559.jpg
245,2839,2839,2237401,125,439366771,9.78E+12,Katherine Paterson,1977,Bridge to Terabithia,Bridge to Terabithia,eng,3.98,337644,353474,9270,8287,20081,74409,119504,131193,https://images.gr-assets.com/books/1327880087m/2839.jpg,https://images.gr-assets.com/books/1327880087s/2839.jpg
246,30183,30183,30573,97,312360266,9.78E+12,"P.C. Cast, Kristin Cast",2007,Marked,"Marked (House of Night, #1)",en-US,3.79,360044,371020,12870,21547,34170,81486,97982,135835,https://images.gr-assets.com/books/1317067002m/30183.jpg,https://images.gr-assets.com/books/1317067002s/30183.jpg
247,36072,36072,6277,250,743269519,9.78E+12,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700,333884,6148,9038,17041,61036,109359,137410,https://images.gr-assets.com/books/1421842784m/36072.jpg,https://images.gr-assets.com/books/1421842784s/36072.jpg
248,1622,1622,894834,1379,743477545,9.78E+12,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,A Midsummer Night's Dream,eng,3.94,334241,361510,5724,5598,20498,84388,130051,120975,https://images.gr-assets.com/books/1327874534m/1622.jpg,https://images.gr-assets.com/books/1327874534s/1622.jpg
249,4588,4588,1940137,104,618711651,9.78E+12,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,en-US,3.97,294726,319116,21107,8847,20556,61303,109008,119402,https://images.gr-assets.com/books/1327879967m/4588.jpg,https://images.gr-assets.com/books/1327879967s/4588.jpg
250,11387515,11387515,16319487,124,375869026,9.78E+12,R.J. Palacio,2012,Wonder,Wonder,eng,4.43,228538,377791,43021,4504,7833,34567,105977,224910,https://images.gr-assets.com/books/1309285027m/11387515.jpg,https://images.gr-assets.com/books/1309285027s/11387515.jpg
251,233093,233093,267087,99,039480001X,9.78E+12,Dr. Seuss,1957,The Cat in the Hat,The Cat in the Hat,eng,4.15,314016,317182,4299,6179,14497,57850,85944,152712,https://images.gr-assets.com/books/1468890477m/233093.jpg,https://images.gr-assets.com/books/1468890477s/233093.jpg
252,11235712,11235712,15545385,92,312641893,9.78E+12,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,454146,41109,12154,18256,66180,150914,206642,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg
253,16160797,16160797,22002305,48,316206849,9.78E+12,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712,340495,27258,9729,20151,79290,138955,92370,https://images.gr-assets.com/books/1358716559m/16160797.jpg,https://images.gr-assets.com/books/1358716559s/16160797.jpg
254,6068551,6068551,6244926,96,545123267,9.78E+12,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625,370811,20521,17815,35108,86129,105099,126660,https://images.gr-assets.com/books/1409283154m/6068551.jpg,https://images.gr-assets.com/books/1409283154s/6068551.jpg
255,662,662,817219,147,452011876,9.78E+12,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged,eng,3.68,283295,296645,14666,30901,27442,53762,78744,105796,https://images.gr-assets.com/books/1405868167m/662.jpg,https://images.gr-assets.com/books/1405868167s/662.jpg
256,49436,49436,251800,67,143038257,9.78E+12,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516,288520,21681,14371,27844,77127,97820,71358,https://images.gr-assets.com/books/1395407074m/49436.jpg,https://images.gr-assets.com/books/1395407074s/49436.jpg
257,13023,13023,2933712,4,517223627,9.78E+12,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,Alice in Wonderland,eng,4.03,343252,343271,4876,7467,18101,70170,109730,137803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
258,1232,1232,3209783,279,143034901,9.78E+12,"Carlos Ruiz Zaf¨®n, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685,317554,24652,4789,11769,42214,101612,157170,https://images.gr-assets.com/books/1344545047m/1232.jpg,https://images.gr-assets.com/books/1344545047s/1232.jpg
259,7631105,7631105,6574198,107,385738757,9.78E+12,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643,346307,23058,5525,21370,79458,124458,115496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
260,4865,4865,2370171,353,,9.78E+12,Dale Carnegie,1936,How to Win Friends and Influence People,How to Win Friends and Influence People,eng,4.13,282623,305437,7909,6734,13880,50529,94743,139551,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg
261,480479,480479,940760,59,767900383,9.78E+12,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,279264,281836,3074,12008,22882,74910,93439,78597,https://images.gr-assets.com/books/1320524083m/480479.jpg,https://images.gr-assets.com/books/1320524083s/480479.jpg
262,19486412,19486412,27570886,107,399167064,9.78E+12,Liane Moriarty,2014,Big Little Lies,Big Little Lies,eng,4.2,306186,371433,30120,3775,7865,49115,159494,151184,https://images.gr-assets.com/books/1492239430m/19486412.jpg,https://images.gr-assets.com/books/1492239430s/19486412.jpg
